,product_name,review_date,review_content,review_star,review_writer,tokenized_reviews,replaced_review
67385,헬스프랜드 캐나다 프리미엄 루테인 2.0 6개월분 눈영양제 눈건강,2021.05.09,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
요즘 눈이 침침해지는것 같아 구매해봤어여  캐나다산 영양제는 처음 먹어보는데 효과가 있었으면 좋겠네요
상세보기",3.0,jysu**,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '요즘', '침침하다', '같다', '구매', '해봤다', '캐나다', '양제', '처음', '먹다', '보다', '효과', '있다', '좋다', '상세', '보기']",침침하다 구매 해봤다 캐나다 양제 좋다
67391,헬스프랜드 캐나다 프리미엄 루테인 2.0 6개월분 눈영양제 눈건강,2021.11.17,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
항상 챙겨먹는 루테인입니다. 먹고 있는게 떨어질때  쯤이면 구매해 놓습니다. 직접적인 효과는 모르겠지만 꾸준히 먹고 있습니다. 안먹는것보다 나을것 같아요.
상세보기
상세보기",3.0,내가호야다,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '항상', '챙기다', '먹다', '루테', '이다', '먹다', '있다', '떨어지다', '구매', '하다', '놓다', '직접', '효과', '모르다', '꾸준하다', '먹다', '있다', '먹다', '나다', '같다', '상세', '보기', '상세', '보기']",항상 루테 떨어지다 구매 놓다 직접 모르다 꾸준하다
67483,헬스프랜드 캐나다 프리미엄 루테인 2.0 6개월분 눈영양제 눈건강,2022.10.06,"배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요
잘받았습니다. 180정 한통이라 여름에 못시키고 날씨 쌀쌀해져서 주문해 봤어요~
상세보기",3.0,realhead76,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '받다', '여름', '시키다', '날씨', '쌀쌀하다', '주문', '하다', '보다', '상세', '보기']",날씨 쌀쌀하다 주문
67532,종근당건강 슈퍼 루테인 비젼 4개월분 비타민A+D+E 베타카로틴 눈건강 눈영양제,2017.01.11,"가격 괜찮네요 배송 빨라요
선물용으로 구매했는데 받는분이 좋아하네요.. 6개월분으로 3병을 박스로 담아 포장이되어 있어 부담없는 가격에 좋은 선물된듯합니다.",3.0,gks0***,"['가격', '괜찮다', '배송', '빨르다', '선물', '구매', '하다', '받다', '좋아하다', '개월', '박스', '담다', '포장', '되어다', '있다', '부담', '없다', '가격', '좋다', '선물', '되다', '하다']",가격 괜찮다 빨르다 선물 구매 좋아하다 박스 담다 부담 가격 좋다 선물
67535,종근당건강 슈퍼 루테인 비젼 4개월분 비타민A+D+E 베타카로틴 눈건강 눈영양제,2017.01.03,"가격 괜찮네요 배송 보통이에요
안면대상포진후 한쪽눈상태가 안좋아져 구매했어요~ 좋아지길 기대하며 잘 복용할께요~",3.0,insi*****,"['가격', '괜찮다', '배송', '보통', '안면', '대상포진', '한쪽', '상태', '좋아지다', '구매', '하다', '좋아지다', '기대하다', '자다', '복용', '하다']",가격 괜찮다 안면 대상포진 한쪽 상태 좋아지다 구매 좋아지다 기대하다 복용
67559,종근당건강 슈퍼 루테인 비젼 4개월분 비타민A+D+E 베타카로틴 눈건강 눈영양제,2016.12.24,"가격 싸게 샀어요 배송 보통이에요
나이드니 눈도 걱정됐는데 싸게 사서 좋네요 6개 구매했어요",3.0,rihy***,"['가격', '싸다', '사다', '배송', '보통', '나이', '드니', '걱정', '돼다', '싸다', '사서', '좋다', '구매', '하다']",가격 싸다 사다 나이 드니 걱정 돼다 싸다 사서 좋다 구매
67634,종근당건강 슈퍼 루테인 비젼 4개월분 비타민A+D+E 베타카로틴 눈건강 눈영양제,2020.10.07,"배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요
노안으로 루테인좋다고해서 구입했습니다 
아직 효능은 모르겠고요 유통기한은 길어요 
종근당 믿고 구매합니다
상세보기
상세보기",3.0,오늘더예뻐지자,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '노안', '루테', '좋다', '하다', '구입', '하다', '아직', '효능', '모르다', '유통', '기한', '기다', '종근당', '믿다', '구매', '하다', '상세', '보기', '상세', '보기']",노안 루테 좋다 구입 아직 효능 모르다 기다 종근당 믿다 구매
67636,종근당건강 슈퍼 루테인 비젼 4개월분 비타민A+D+E 베타카로틴 눈건강 눈영양제,2023.03.26,"유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 보통이에요
중년이되면서 눈이 침침하고 어릿거려서 눈에 좋다고 광고하길래 한번 장복해볼려해요.
 속 마개는 따기 편하게 되어 있고 검은색 타원형 알약으로 되어있고 한통에 60알이 들어있네요.
상세보기",3.0,tk31***********************,"['유통', '기한', '기한', '넉넉하다', '포장', '상태', '포장', '깔끔하다', '효과', '보통', '중년', '되다', '침침하다', '어릿거려', '좋다', '광고', '하다', '한번', '장복', '해보다', '마개', '따다', '편하다', '되어다', '있다', '검은색', '타원형', '알약', '되어다', '들다', '상세', '보기']",상태 깔끔하다 중년 침침하다 어릿거려 좋다 광고 장복 해보다 마개 따다 편하다 검은색 타원형 알약
67651,종근당건강 슈퍼 루테인 비젼 4개월분 비타민A+D+E 베타카로틴 눈건강 눈영양제,2019.04.26,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
제품은 좋은거 같아요...가격도 저렴하고. 근데 포장이 너무 성의없는듯 해요. 대충 박스에 넣어 보낸거같은....
상세보기
상세보기",3.0,sea2***,"['배송', '빨르다', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다', '제품', '좋다', '같다', '가격', '저렴하다', '근데', '포장', '너무', '성의', '없다', '대충', '박스', '넣다', '보내다', '같다', '상세', '보기', '상세', '보기']",빨르다 뛰어나다 제품 좋다 가격 저렴하다 근데 성의 대충 박스 넣다 보내다
67653,종근당건강 슈퍼 루테인 비젼 4개월분 비타민A+D+E 베타카로틴 눈건강 눈영양제,2018.10.03,"배송 보통이에요 맛 보통이에요 유통기한 보통이에요 효과 보통이에요
먹어봐야 알아요...일단은 종근당 믿고갑니다만...덜렁덜렁 이런포장은 좀그래요...선물할건데...과대포장은 문제지만...이건 시정하던지 크게 공지부탁드려요
상세보기",3.0,canc****,"['배송', '보통', '보통', '유통', '기한', '보통', '효과', '보통', '먹다', '보다', '알다', '일단', '종근당', '믿다', '가다', '덜렁덜렁', '포장', '그렇다', '선물', '하다', '과대', '포장', '문제', '시정', '하다', '크게', '공지', '부탁드리다', '상세', '보기']",알다 종근당 믿다 덜렁덜렁 그렇다 선물 과대 문제 시정 크게 공지 부탁드리다
67659,종근당건강 슈퍼 루테인 비젼 4개월분 비타민A+D+E 베타카로틴 눈건강 눈영양제,2018.09.10,"배송 느려요 맛 보통이에요 유통기한 보통이에요
택배하는 과정에서 문제가 있었는지 되게 오래 걸렸어요. 핸드폰이랑 노트북을 많이 보다보니까 루테인을 먹어야겠더라고요. 기존 것을 거의 다 먹어서 새로운 걸로 바꿔봤어요. 먹어보고 좋으면 이걸로 정착하고 싶네요.
상세보기",3.0,leem*****,"['배송', '느리다', '보통', '유통', '기한', '보통', '택배', '하다', '과정', '문제', '있다', '되게', '오래', '걸리다', '핸드폰', '노트북', '많이', '보다', '루테인', '먹다', '기존', '거의', '먹다', '새롭다', '바꾸다', '보다', '먹다', '보고', '좋다', '정착', '싶다', '상세', '보기']",느리다 택배 과정 문제 되게 오래 걸리다 핸드폰 노트북 루테인 기존 새롭다 바꾸다 좋다 정착 싶다
67685,종근당건강 슈퍼 루테인 비젼 4개월분 비타민A+D+E 베타카로틴 눈건강 눈영양제,2017.10.18,"가격 괜찮네요 배송 빨라요
다음에는 포장에 신경 좀 쓰시길 바랍니다. 뚜껑은 열린채로 오고 박스안은 공간이 남아돌아서 이건 지금까지 본 패키징 중에 제일 좋지 못하네요.
상세보기",3.0,huni****,"['가격', '괜찮다', '배송', '빨르다', '다음', '포장', '신경', '쓸다', '바라다', '뚜껑', '열리다', '오다', '박스', '안다', '공간', '남아돌다', '지금', '보다', '패키징', '제일', '좋다', '하다', '상세', '보기']",가격 괜찮다 빨르다 신경 쓸다 바라다 뚜껑 열리다 박스 안다 공간 남아돌다 패키징 제일 좋다
67692,종근당건강 슈퍼 루테인 비젼 4개월분 비타민A+D+E 베타카로틴 눈건강 눈영양제,2017.09.18,"가격 괜찮네요 배송 느려요
주문에서 배송까지 좀 느리네요. 9.11일 주문에 14일 수령. 보내주실때 뽁뽁이에 포장이라든지 세심한 배려해주심 감사. 케이스가 플라스틱이라 깨질 염려없다 생각하셨는진 모르겠지만.
상세보기",3.0,seok**,"['가격', '괜찮다', '배송', '느리다', '주문', '배송', '느리다', '주문', '수령', '보내다', '뽁뽁이', '포장', '세심', '배려', '하다', '주심', '감사', '케이스', '플라스틱', '깨다', '염려', '없다', '생각', '하다', '모르다', '상세', '보기']",가격 괜찮다 느리다 주문 느리다 주문 수령 보내다 뽁뽁이 세심 배려 감사 케이스 플라스틱 깨다 염려 모르다
67874,베스처 프리미엄 루테인 맥스 6개월분 비타민A E B 구리 엽산 눈영양제 눈건강,2018.06.04,"배송 빨라요 맛 보통이에요 유통기한 기한이 넉넉해요
전에 한번 구매한 제품이라 바로 구매했는데 배송된 물건이 파손되어서 짜증이.. 칼슘제 2병이 모두 방습제라고해야하나 터져와서 알약과 돌아다녀서 가관이였네요 모래소리가 나서 악기가 배송된줄ㅋㅋ 뭐 바로 교환배송은 되었으나 2병 모두 파손된 제품이라... 믿음이 깨지네요
상세보기
상세보기",3.0,dlwk*****,"['배송', '빨르다', '보통', '유통', '기한', '기한', '넉넉하다', '한번', '구매', '제품', '바로', '구매', '하다', '배송', '되다', '물건', '파손', '되어다', '짜증', '칼슘', '모두', '방습', '제라', '하다', '터지다', '서다', '알약', '돌아다니다', '가관', '이다', '모래', '소리', '나서다', '악기', '배송', '되다', '바로', '교환', '배송', '되어다', '모두', '파손', '되다', '제품', '믿음', '깨지다', '상세', '보기', '상세', '보기']",빨르다 구매 제품 구매 물건 파손 짜증 칼슘 방습 제라 터지다 서다 알약 돌아다니다 가관 모래 소리 나서다 악기 교환 파손 제품 믿음 깨지다
68075,루테인 프리미엄 (6개월분) - 눈영양제 눈건강,2019.10.15,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
사이즈는 강남콩 알만 하네여. 이제 받아봐서 모르겠지만 효과 느껴지면 두번째 구매 고고 합니다. 배송은 하루 느리네요.
상세보기",3.0,tams*****,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '사이즈', '강남', '하다', '이제', '받다', '보다', '모르다', '효과', '느껴지다', '두번째', '구매', '고고', '하다', '배송', '하루', '느리다', '상세', '보기']",사이즈 강남 모르다 느껴지다 두번째 구매 고고 느리다
68115,루테인 프리미엄 (6개월분) - 눈영양제 눈건강,2020.08.12,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
약성능은 단기간효과 보단 장기간효과로 확인해야해서..
담에 또구입하게습니다
상세보기",3.0,hbwo***,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '성능', '단기간', '효과', '장기간', '효과', '확인', '하다', '하다', '구입', '상세', '보기']",단기간 장기간 확인 구입
68121,루테인 프리미엄 (6개월분) - 눈영양제 눈건강,2017.09.12,"가격 안 싸네요 배송 빨라요
일단 효능은 아직 안먹어봐서 모르겠고 괜찮으면 재구매할께요.배송은 빠르네요ㅎㅎ
상세보기",3.0,야끼야끼,"['가격', '싸다', '배송', '빨르다', '일단', '효능', '아직', '먹다', '보다', '모르다', '괜찮다', '재다', '하다', '배송', '빠르다', '상세', '보기']",가격 싸다 빨르다 효능 아직 모르다 괜찮다 재다
68126,루테인 프리미엄 (6개월분) - 눈영양제 눈건강,2017.04.28,"가격 괜찮네요 배송 빨라요
약이 떨어져서 바로구매 하였어요 골고루 먹어야 되는데 하루라도 빠지면 안되는데 하면서 기다렸어요 아주 빨리 왔네요 지금 잘 먹고 있다고 사진 찍어서 보내 드릴께요 빠른 택배 감사합니다
상세보기",3.0,dkwl*****,"['가격', '괜찮다', '배송', '빨르다', '떨어지다', '바로', '구매', '하다', '골고루', '먹다', '되다', '하루', '빠지다', '안되다', '하다', '기다리다', '아주', '빨리', '오다', '지금', '자다', '먹다', '있다', '사진', '찍다', '보내다', '드리다', '빠르다', '택배', '감사하다', '상세', '보기']",가격 괜찮다 빨르다 떨어지다 구매 골고루 빠지다 안되다 기다리다 빨리 사진 찍다 보내다 드리다 택배 감사하다
68174,15%[인테로] 루테인 밸런스 500 90캡슐 (3개월분) 눈건강 비타민A 비타민E,2021.06.09,"배송 빨라요 성능 보통이에요 유통기한 보통이에요
이거 먹다  비싼브랜드 먹다  돌고 돌아 다시  옴

걍  거기서  거기인듯해사요
상세보기",3.0,y704**,"['배송', '빨르다', '성능', '보통', '유통', '기한', '보통', '먹다', '비싸다', '브랜드', '먹다', '돌다', '돌다', '다시', '거기', '거기', '해사', '상세', '보기']",빨르다 비싸다 브랜드 돌다 돌다 다시 해사
