,Unnamed: 0,product_name,review_date,review_content,review_star,review_writer,reveiw_replaced,replaced_review,문장벡터화
29345,29345,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.07.13,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
먹고는 있는데,
믿고 더 먹어 보려 합니다.",3.0,lks9***,"['배송', '빨르다', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다', '먹고다', '있다', '믿다', '먹다', '보다', '하다']",빨르다 뛰어나다 먹고다 믿다,"[(589, 1), (845, 1), (875, 1), (952, 1)]"
29384,29384,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.07.07,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
홈쇼핑에서 저렴하게 파는 것보았어요 ~맘이 안좋았어요",3.0,lgz3**,"['배송', '빨르다', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다', '홈쇼핑', '저렴하다', '팔다', '보다', '안좋다']",빨르다 뛰어나다 홈쇼핑 저렴하다 팔다 안좋다,"[(109, 1), (301, 1), (335, 1), (845, 1), (875, 1), (1345, 1)]"
29428,29428,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.06.30,"배송 느려요 성능 보통이에요 유통기한 보통이에요
십일절에 티멤버십 할인까지 받아서
34900원에 2박스 샀습니다.
타 사이트 쿠 * 에서는 1박스 가격이
13000원이네요?? 
3박스 가격에 2박스 산거 같아서
기분이 영~~~~~찜찜합니다",1.0,winn******,"['배송', '느리다', '성능', '보통', '유통', '기한', '보통', '일절', '멤버십', '할인', '받다', '박스', '사다', '사이트', '박스', '가격', '박스', '가격', '박스', '사다', '같다', '기분', '찜찜하다']",느리다 일절 멤버십 할인 박스 사다 사이트 박스 가격 박스 가격 박스 사다 기분 찜찜하다,"[(2, 1), (13, 4), (37, 2), (136, 1), (158, 2), (628, 1), (716, 1), (1195, 1), (1988, 1), (1989, 1)]"
29457,29457,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.06.26,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
식구들  혈관건강을생각해서 구입함",2.0,choi***,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '식구', '혈관', '건강', '생각', '하다', '구입']",식구 혈관 건강 구입,"[(6, 1), (115, 1), (183, 1), (923, 1)]"
29476,29476,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.06.22,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
4살 남아 짜먹는거라 잘 먹을줄 알았는데ㅡㅡ 안먹네요;;",3.0,dlgu**,"['배송', '빨르다', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다', '남아', '짜다', '먹다', '자다', '먹다', '알다', '먹다']",빨르다 뛰어나다 남아 짜다 알다,"[(55, 1), (488, 1), (845, 1), (875, 1), (1990, 1)]"
29477,29477,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.06.21,배송 보통이에요 성능 성능이 뛰어나요 유통기한 보통이에요,3.0,leo8***,"['배송', '보통', '성능', '성능', '뛰어나다', '유통', '기한', '보통']",뛰어나다,"[(875, 1)]"
29483,29483,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.06.20,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
오메가3챙겨먹으려고 구매했어요",3.0,100**,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '오메가', '챙기다', '먹다', '구매', '하다']",오메가 구매,"[(32, 1), (120, 1)]"
29486,29486,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.06.19,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
항상먹어요",3.0,kek7**,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '항상', '먹다']",항상,"[(717, 1)]"
29539,29539,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.06.10,"배송 보통이에요 성능 성능이 별로예요 유통기한 보통이에요
다른걸로 바꾸기로함",3.0,진실만을고함니다,"['배송', '보통', '성능', '성능', '별로', '유통', '기한', '보통', '바꾸다']",별로 바꾸다,"[(232, 1), (654, 1)]"
29574,29574,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.06.03,"배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요
남비쌈",3.0,skyw*****,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '남비']",남비,"[(1991, 1)]"
29587,29587,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.06.02,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
아직은~~잘.몰라요!!!!!!!!!!
두고봐야죠~~~~~~~~",3.0,aa12**************,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '아직', '자다', '모르다', '두다', '보다']",아직 모르다 두다,"[(28, 1), (30, 1), (198, 1)]"
29588,29588,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.06.01,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
신랑챙겨줄려구요",3.0,shym**,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '신랑', '챙기다', '줄다']",신랑 줄다,"[(1193, 1), (1704, 1)]"
29614,29614,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.05.27,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
아직은 모르고  더 먹어봐야겠습니다",3.0,ysm2****,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '아직', '모르다', '먹다', '보다']",빨르다 아직 모르다,"[(28, 1), (30, 1), (845, 1)]"
29631,29631,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.05.24,배송 보통이에요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요,3.0,vkoz******,"['배송', '보통', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다']",뛰어나다,"[(875, 1)]"
29665,29665,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.05.20,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
혈관청소끝",3.0,반지잘받앗어요싸게잘삿어요,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '혈관', '청소']",혈관 청소,"[(115, 1), (1992, 1)]"
29690,29690,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.05.18,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
변화가 있는지 모르겠습니다.",3.0,와~우,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '변화', '있다', '모르다']",빨르다 변화 모르다,"[(28, 1), (391, 1), (845, 1)]"
29698,29698,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.05.17,"배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요
다른제품에서 넘어왔는데 꾸준히 먹어봐야겠어요 ㅎ",3.0,otk8***,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '제품', '넘어오다', '꾸준하다', '먹다', '보다']",제품 넘어오다 꾸준하다,"[(35, 1), (226, 1), (1993, 1)]"
29699,29699,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.05.17,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
잘 먹고 있습니다. 몸에 큰 변화는 없는것 같은데 그냥 좋다고 하니 먹고 있습니다.",3.0,acgm******,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '자다', '먹다', '있다', '크다', '변화', '없다', '같다', '그냥', '좋다', '하니', '먹다', '있다']",크다 변화 좋다 하니,"[(19, 1), (113, 1), (336, 1), (391, 1)]"
29700,29700,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.05.17,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
잘 먹고 있습니다 가격이 자꾸 올라서 부담 되네요 다음에 재 구매 할게요",3.0,acgm******,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '자다', '먹다', '있다', '가격', '자꾸', '올라서다', '부담', '되다', '다음', '구매', '하다']",가격 자꾸 올라서다 부담 구매,"[(37, 1), (120, 1), (258, 1), (759, 1), (1994, 1)]"
29718,29718,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.05.14,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
좋아요 ㅎㅎ 네 감사합니다",3.0,juyi***,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '좋다', '감사하다']",좋다 감사하다,"[(19, 1), (371, 1)]"
29772,29772,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.05.07,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
비싸네요",2.0,saku*****,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '비싸다']",비싸다,"[(5, 1)]"
29774,29774,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.05.07,배송 빨라요 성능 보통이에요 유통기한 보통이에요,3.0,yang***,"['배송', '빨르다', '성능', '보통', '유통', '기한', '보통']",빨르다,"[(845, 1)]"
29787,29787,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.05.06,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
좋습니다 좋은효과도 기대하겠어요",3.0,wsbs**,"['배송', '빨르다', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다', '좋다', '좋다', '효과', '기대하다']",빨르다 뛰어나다 좋다 좋다 기대하다,"[(19, 2), (274, 1), (845, 1), (875, 1)]"
29791,29791,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.05.06,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
다른약먹다가 저렴한듯해서 주문해보네요",3.0,snl9*,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '먹다', '저렴하다', '하다', '주문', '해보다']",저렴하다 주문 해보다,"[(66, 1), (245, 1), (335, 1)]"
29901,29901,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.04.28,배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요,3.0,S|10******************,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다']",빨르다,"[(845, 1)]"
29902,29902,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.04.28,배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요,3.0,yinl************************,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다']",빨르다,"[(845, 1)]"
29906,29906,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.04.28,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
아주 맛있었어요",3.0,elni********,"['배송', '빨르다', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다', '아주', '맛있다']",빨르다 뛰어나다 맛있다,"[(845, 1), (875, 1), (1192, 1)]"
29921,29921,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.04.27,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
걍 꾸준히 먹어보려구요",2.0,choi***,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '꾸준하다', '먹다', '보다']",꾸준하다,"[(226, 1)]"
29949,29949,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.04.26,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
좋아요",3.0,sunm*****,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '좋다']",좋다,"[(19, 1)]"
29996,29996,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.04.12,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
꾸준히 먹고있습니다~~",3.0,only***,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '꾸준하다', '먹다']",빨르다 꾸준하다,"[(226, 1), (845, 1)]"
29997,29997,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.04.12,배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요,3.0,2pot****,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다']",빨르다,"[(845, 1)]"
30044,30044,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.03.22,배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요,3.0,da97**,"['배송', '빨르다', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다']",빨르다 뛰어나다,"[(845, 1), (875, 1)]"
30047,30047,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.03.20,배송 느려요 유통기한 기한이 넉넉해요,3.0,alru*****,"['배송', '느리다', '유통', '기한', '기한', '넉넉하다']",느리다,"[(2, 1)]"
30074,30074,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.03.05,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
건강을챙기려고주문한건고 가성비좋아요",3.0,wsbs**,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '건강', '챙기다', '건고', '가성', '좋다']",건강 건고 가성 좋다,"[(6, 1), (19, 1), (1050, 1), (1995, 1)]"
30077,30077,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.03.04,"배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요
괜찮아요
상세보기",3.0,leeh*******,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '괜찮다', '상세', '보기']",괜찮다,"[(119, 1)]"
30100,30100,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.02.23,"배송 느려요 성능 보통이에요 유통기한 보통이에요
배송이 너무 느리네요",3.0,whdr***,"['배송', '느리다', '성능', '보통', '유통', '기한', '보통', '배송', '너무', '느리다']",느리다 느리다,"[(2, 2)]"
30129,30129,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.02.17,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
좋은 효과를 기대합니다",3.0,mina*****,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '좋다', '효과', '기대하다']",좋다 기대하다,"[(19, 1), (274, 1)]"
30144,30144,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.02.09,배송 보통이에요 성능 성능이 뛰어나요 유통기한 보통이에요,3.0,날으는 꿀돼지,"['배송', '보통', '성능', '성능', '뛰어나다', '유통', '기한', '보통']",뛰어나다,"[(875, 1)]"
30163,30163,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.02.03,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
항상 먹는거라 잘 억고있습니다",3.0,jd07**,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '항상', '먹다', '자다', '있다']",항상,"[(717, 1)]"
30181,30181,[종근당건강]프로메가 알티지 오메가3 듀얼 3박스,2021.01.27,배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요,3.0,sil0****************,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다']",빨르다,"[(845, 1)]"
